song,year,artist,genre,lyrics
surrender,2011,angels-and-airwaves,Rock,"There is a crowd in here, that fooled themselves
They brought their friends, and they made their hell
They fake their grin, in a lonely cell
To bitter end, but what do I know?
There are a few in here, that hurt themselves
They kick, and beg, in a dried-up well
They call for help, and you know them well
Are you aware of what I know?
I, I will not surrender
No I, I will not surrender
No I, I will not surrender
No I, I will not surrender
When God falls fast asleep
The kids still dance in city streets
From the White House lawn to the Middle East
And all around I'm just saying that this time I feel it now
When God falls fast asleep
The kids still move to a steady beat
Even if its bombs landing at their feet
Or all around I'm just saying that this time I feel it now
There is a place to hide
It's in our minds
It's in the dark
It's well known
That we have a fragile heart
It's deep inside
It has a sound that you can follow
You feel like you hit a wall
But you survived
And it was hard for you to swallow
I've been to that place before
In spite of luck
When you await a new tomorrow
I, I will not surrender
No I, I will not surrender
No I, I will not surrender
No I, I will not surrender
When God falls fast asleep
The kids still dance in city streets
From the White House lawn to the Middle East
And all around I'm just saying that this time I feel it now
When God falls fast asleep
The kids still move to a steady beat
Even if its bombs landing at their feet
Or all around I'm just saying that this time I feel it now
When God falls fast asleep
The kids still dance in city streets
From the White House lawn to the Middle East
And all around I'm just saying that this time I feel it now
When God falls fast asleep
The kids still move to a steady beat
Even if its bombs landing at their feet
Or all around I'm just saying that this time I feel it now
I feel it now
This time I feel it now
I feel it now
This time I feel it now
Oh oh oh oh oh
Yea ah oh oh oh oh oh
Yea ah oh oh oh oh oh
Yea ah oh oh oh oh oh (this time I feel it now)"
teenage-satellites,2016,blink-182,Rock,"I can almost see your house from here
But the signal seems to disappear so what's the problem?
Houston's calling
Then you hit me like a Friday night
Like a handgun in a firefight
Dive in slow motion towards the ocean
Let's run away, let's go and waste another year
Let's spin apart while racing through the atmosphere
We tumble through the night, we burn so bright
We're teenage satellites
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
I'm kind of nervous of the consequence
As we climb over the neighbor's fence the longest summer's nights are numbered
Then you kissed me like a storm at sea
Like I'm the only one you'll ever need
We're left abandoned in the deep end
Let's run away, let's go and waste another year
Let's spin apart while racing through the atmosphere
We tumble through the night, we burn so bright
We're teenage satellites
(We're teenage satellites)
We are a slow descent
Forgotten astronauts
We are an avalanche
We're just an afterthought
Let's run away, let's go and waste another year
Let's spin apart while racing through the atmosphere
We tumble through the night, we burn so bright
We're teenage satellites
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh (we're teenage satellites)
Whoa-oh-oh-oh-oh-oh-oh (teenage satellites)
Whoa-oh-oh-oh-oh-oh-oh (teenage satellites)"
teenagers-rituals,2014,angels-and-airwaves,Rock,"Lightning cross the way, no
I can't rest, been up for weeks
The words they come in close
They gotta a nerve that never sleeps, for me
I say, I wait in rooms of gold
And crawl down to my knees
A liar, a thief and a coward a crime
I laugh my head clean off at the sight
Bop-Ba-Ba-Da-Da
Pull em in close, drop into the fight
Light that shit up like the Fourth of July
Lonely, cat-like master
Drive me. Take me faster
Eye-that, side back-alley
Add to the score
Join in the war rally
I can't recite the names
Or events that come to me
The blur of times and dates
That a drink or two, or three, will leave
I walk these streets of gold
And the smell grows on my feet
I cross and slide through a land of mines
I await the gag and my skin to bleed
Bop-Ba-Ba-Da-Da
Pull em in close, drop into the fight
Light that shit up like the Fourth of July
Lonely, cat-like master
Drive me. Take me faster
Eye-that, side back-alley
Add to the score
Join in the war rally"
the-adventure,2006,angels-and-airwaves,Rock,"I want to have the same last dream again
The one where I wake up and I'm alive
Just as the four walls closed me within
My eyes are opened up with pure sunlight
I'm the first to know, my dearest friends
Even if your hope has burned with time
Anything that's dead shall be regrown
And your vicious pain, your warning sign
You will be fine
Hey yo, here I am, and here we go, life's waiting to begin
Any type of love it will be shown
Like every single tree reach for the sky
If you're gonna fall, ill let you know
That I will pick you up like you for I
I felt this thing I can't replace
That everyone was working for this goal
Where all the children left without a trace
Only to come back as pure as gold
To recite this song
Hey yo, here I am,and here we go, life's waiting to begin
I cannot live I can't breathe unless you do this with me
I cannot live I can't breathe unless you do this with me
I cannot live I can't breathe unless you do this with me
I cannot live I can't breathe unless you do this with me
I cannot live I can't breathe unless you do this with me
I cannot live I can't breathe unless you do this with me
Hey yo, here I am, and here we go, life's waiting to begin
Hey yo, here I am, and here we go, life's waiting to begin
Life's waiting to begin"
the-country-song,2000,blink-182,Rock,"Uh oh
Uh oh
Oh shit
Motherfucker!
I'm gonna start dancing!
Take off your pants dad
Your penis is the biggest thing
My Butt's ever had
Because I would know
It feels good
Shut your fucking face
Uncle fucker!"
the-disease,2014,angels-and-airwaves,Rock,"Take a little look at yourself
Watch your soul leave the cemetery
Find a little fight in those eyes
Then awaken to light across the sky
Dream a little harder this time
I'll await you to make the journey
Letting go the love realized
It's as much of the end as his arrive
And I await you again
And I can feel your touch
I call your name to the wind
And into the nightfall my love
Carry up the worst of yourself
Too ornate, so ordinary
Gave a little taste of it all
And awake familiar friends, a child
If you wanna stay through the night
Hear the footsteps untold stories
Feels like the night of your life
All the reason to brave all the smiles
And I await you again
And I can feel your touch
I call your name to the wind
And into the nightfall my love
I keep your arm next to mine
And when the nights get rough
I reach for you deep inside
I reach for your there, my love"
the-end-with-you,2006,boxcar-racer,Rock,"Our days are running thin
Our hops will start to fall
I can feel the world collapse around me from within
And the letters keep coming by to let us know When time will die
And please god will you forgive us and give us One more try
If you will then we'll go as fast as we go far
Maybe well be forgotten when the world is torn apart
I've been up all night long
Counting days that all went wrong
I opened my bedroom window
I wish this pain was gone
There are no useful drugs to escape from feeling numb
I remember an amazing birthday
I remember when I was young
If you will then we'll go as fast as we go far
Maybe we'll be forgotten when the world is torn Apart
'Cause the sun won't be so blinding
And the rains will finally come
The ashes will slowly pile up just to prove we're finally done"
the-family-next-door,2006,blink-182,Rock,"oh how your mom is so inbred
(she's so inbred)
last night caught your mother with your brother in her bed
(with your brother in bed)
five arms, ten legs and four toes
(the bitch's got four toes)
when you fuck your family i guess
that's just the way it goes
(when you fuck your family i guess that's, that's just the way it goes)
when you fuck your family i guess
that's, that's just the way it goes
don't worry your mom's not the only one
(she's not the only one)
'cause last night i caught your dad takin' your brother's temperature with his thumb
when i go to your house
i can't kneel or squat
(don't kneel or squat)
before i know it your dad'll tie my dick in a knot
with his tongue"
the-flight-of-apollo,2009,angels-and-airwaves,Rock,"I'm flying, and somethings reaching out
Vibrations, can you hear them now
Please help us, were running out of time
My brothers, we are deathly out of line
I feel you, on a far off distant land
We fucked up, lets give ourselves a hand
Its over. From the heavens look down
Our footsteps, gods coming around
Gotta make like a cat theif's caught in the line
Its gotta sound like a gunshot over and over
Ive gotta voice so lost off back in my head
It takes the heart rate up then down even more
Ive got my friends face down like a kid in the dark
They've got the same fear built up more even more
Ive let my eyes bright up like a predator shark
To let my mind close down every hour by hour
Finally I get this feeling were all alone in one big world
Just to realize that all these shapes and colors are so it doesn't hurt so badly
So life doesn't hurt, doesn't hurt so badly, so life doesn't hurt, doesn't hurt so badly
Please don't look at life, look at me so sadly. Life shouldn't hurt, doesn't hurt so badly
Do you feel light shine in the darkest of nights, or does the Pain stack up from the skin to the core
Do you find every time that you cover your eyes to keep the tears held up, dripping down even more
Let the words come down, every line in sight and put the young flames up and make you cower and cower
If the sun breaks in instead of sparkin' the sight, I promise you Ill be here to let the light in
Finally I get this feeling were all alone in one big world
Just to realize that all these shapes and colors are so it doesn't hurt so badly
So life doesn't hurt, doesn't hurt so badly, so life doesn't hurt, doesn't hurt so badly
Please don't look at life, look at me so sadly. Life shouldn't hurt, doesn't hurt so badly
I'm flying and somethings reaching out
Vibrations, can you hear them now
Please help us, from the heavens look down
Our footsteps, gods coming around
So life doesn't hurt, doesn't hurt so badly, so life doesn't Hurt, doesn't hurt so badly
Please don't look at life, look at me so sadly. Life shouldn't hurt, doesn't hurt so badly
Gotta make like a cat theif's caught in the line
Its gotta sound like a gunshot over and over
Ive gotta voice so lost off back in my head
It takes the heart rate up then down even more
Ive got my friends face down like a kid in the dark
They've got the same fear built up more even more
Ive let my eyes bright up like a predator shark
To let my mind close down every hour by hour
Do you feel light shine in the darkest of nights, or does the Pain stack up from the skin to the core
Do you find every time that you cover your eyes to keep the tears held up, dripping down even more
Let the words come down, every line in sight and put the young flames up and make you cower and cower
If the sun breaks in instead of sparkin' the sight, I promise you Ill be here to let the light in"
the-gift,2006,angels-and-airwaves,Rock,"There's the strangest excitement today
If you're awake then you're welcome to hear
I got a gift and it blew me away
From the far eastern sea, straight to here
Oh god, I feel like I'm in for it now
It's like the rush has gone straight to my brain
God, my voice is as lonely as loud
As I whisper the joy of this pain
And suddenly
You've done it all
You've won me over
In no time at all
And now, I'll stop the storm if it rains
I'll light a path far from here
I'll make your fear melt away
And the world we know disappear
If you ask I will do what you say
All we have is this night to get though
With the taste of the smile you're only
You left me all up in arms and confused
Oh god, I feel like I'm in for it now
And how this kiss will be one, roughly vague
I swear I'll melt if you touch me at all
And then I'll ask you to do it again and again
And suddenly
You've done it all
You've won me over
In no time at all
And now, I'll stop the storm if it rains
I'll light up a path far from here
I'll make your fear melt away
And the world that we know disappear
I'll stop the storm if it rains
I'll light a path far from here
I'll make your fear melt away
And the world we know disappear
Oh, ohoh, ohoh, ohoh, yeah
Oh, ohoh, ohoh, ohoh, yeah
Oh, ohoh, ohoh, ohoh, yeah
Oh, ohoh, ohoh, ohoh, yeah
And now, I'll stop the storm if it rains
I'll light a path far from here
I'll make your fear melt away
And the world that we know disappear
I'll stop the storm if it rains
I'll light a path far from here
I'll make your fear melt away
And the world we know disappear
Make world we know disappear
Oh, ohoh, ohoh, ohoh, yeah
Oh, ohoh, ohoh, ohoh, yeah
Oh, ohoh, ohoh, ohoh, yeah
Oh, ohoh, ohoh, ohoh, yeah"
the-girl-next-door,2006,blink-182,Rock,"White girl living in the big city
In a big apartment house
She's living with her boyfriend now
She drives off every day for school and work
She washes dishes now
And watches TV on the pull out couch
But every day's the same
White girl moved back to the suburbs
And she finally found a man
Who knows how to take care of her
They bought the perfect little house
And the lawn's well manicured
And she'd never missed a day of work
And every day's the same
White girl couldn't go on knowing
She was just here wasting her time
She drowned in the lake last night
They found her bloated body floating
But she still walks around
Performing all her daily chores
She still don't know what life's about
Cause every day's the same
And she's got no one to love"
the-moon-atomic,2009,angels-and-airwaves,Rock,"It's like the day has turned to rust
Like every dream's been sealed shut
Like every door is closed before we've gotten out
As bullets rip the air in two from house to house
We are all that we are, so terribly sorry
We are all that we are, so terribly sorry
The moon you've felt, it has no side
That's dark like hell, or safe from light
Just blown apart, by wind from stars
With white dust tides, to pull on ours
The moon you've felt, it has no side
That's dark like hell, or safe from light
Just blown apart, by wind from stars
With white dust tides, to pull on ours
I see the crowds they're giving way
For some, they're better off that day
The bombs blew off the shells
Their glowing red at burst
The less there is to feel each night upon the Earth
We are all that we are, so terribly sorry
We are all that we are, so terribly sorry
The moon you've felt, it has no side
That's dark like hell, or safe from light
Just blown apart, by wind from stars
With white dust tides, to pull on ours
The moon you've felt, it has no side
That's dark like hell, or safe from light
Just blown apart, by wind from stars
With white dust tides, to pull on ours
The moon you've felt, it has no side
That's dark like hell, or safe from light
Just blown apart, by wind from stars
With white dust tides, to pull on ours
The moon you've felt, it has no side
That's dark like hell, or safe from light
Just blown apart, by wind from stars
With white dust tides, to pull on ours"
the-only-thing-that-matters,2016,blink-182,Rock,"Where the hell did you come from, outer space or heaven above
Short of breath my long-lost love
I can't believe my eyes, are you for real?
My life before was such a mess
There's no use dwelling on the past
My broken heart was in a cast
Then you showed up and it began to heal
'Cause you're the only thing that matters
'Cause you're the only thing that's real
'Cause you're the only thing I'll never let go
'Cause you're the only thing I feel
Someday
You'll come back to me
And I'll say
Something bitterly
And you'll go racing toward the kitchen
Grab a knife, erase my vision
Take my flatscreen television
And my paintings by Marilyn Manson
'Cause you're the only thing that matters
'Cause you're the only thing that's real
'Cause you're the only thing I'll never let go
'Cause you're the only thing I feel
'Cause you're the only thing that matters
'Cause you're the only thing that's real
'Cause you're the only thing I'll never let go
'Cause you're the only thing I feel"
the-party-song,2006,blink-182,Rock,"(Here we go motherfuckers)
Do you want to come to a party
My friends picked me up in their truck at 11:30
This things at a frat house but the people are cool there
Reluctant I followed but I never dreamed there
Would be someone there who would catch my attention
I wasn't out searching for love or affection
So I paid my 3 and the girls got in free
Shine the beer for tequila and we headed into the party
And then in the backyard some terrible ska band
Someone in the background was doing a keg stand
This place is so lame all these girls look the same
All these guys have no game I wish I would have stayed
In my bed back at home watching TV alone
Where I'd put on some porn or have sex on the phone
Far from people I hate down from anywhere state
Trying to intoxicate girls to give them head after the party
And then I saw her standing there
With green eyes and long blond hair
She wasn't wearing underwear at least I prayed that
She might be the one maybe we'd have some fun
Maybe we'd watch the sun rise
But that night I learned some girls try too hard
Some girls try too hard
Some girls try too hard to impress
With the way that they dress
With those things on their chests
And the things they suggest to me
I couldn't believe what this lady was saying
The names she was dropping the games she was playing
She dated this guy who now rides for Black Fly's
How she's down with the Iwise well constructed disguise
Now I'd rather go dateless than stay here and hate this
Her volume of makeup her fake tits were tasteless
So I said I'd call her but never would bother
Until I got turned down by another girl at a party
So when you see her standing there
With green eyes and long blonde hair
She won't be wearing underwear and you'll discover
This girl's not the one and she'll never be fun
You should just turn and run because you'll find out that
Some girls try too hard
Some girls try too hard
Some girls try too hard to impress
With the way that they dress
With those things on their chest
And the things they suggest to me
Some girls try too hard
Some girls try too hard"
the-revelator,2011,angels-and-airwaves,Rock,"Can you tell me your name girl?
Are you calling me out?
I walk in my way
Are you losing your faith?
'Cause you make lots of noise there
Are you looking for fires?
Or a group of more liars?
Are you using your faith?
When we all have a choice then
We act a like a man
Will you raise up your hands?
When the shit hits the fan
Turn white as a ghost
As the air leaves your throat
Will you throw me a rope?
Or go at it alone?
It's a little late
In a little while
Can we forget about it?
With a little lake
Have a little fire
Well take the fun out of it
Pour a little wine
Take a little meal
Pack a little bag
And a wallet
Get a bit of ice
And a heavy meal
There is no easy way out
As your pray for the end to come
All you'll get is a marching line
As you wait for the hounds of hell
You'll be in for a big surprise
Can you tell me your name girl?
Does the cat have your tongue?
Are you calling someone?
Are you waiting to run?
When the show will arrive
It will be right on time
So you better sit tight
It will be a great ride
It's a little late
In a little while
Can we forget about it?
With a little lake
Have a little fire
Well take the fun out of it
Pour a little wine
Take a little meal
Pack a little bag
And a wallet
Get a bit of ice
And a heavy meal
There is no easy way out
As your pray for the end to come
All you'll get is a marching line
As you wait for the hounds of hell
You'll be in for a big surprise
'Cause the end, it will never come
But were in for a few hard times
And well get knocked up down and done
But the truth is were still alive
Where are we going
Come on over
No ones dying
Were fine
As your pray for the end to come
All you'll get is a marching line
As you wait for the hounds of hell
You'll be in for a big surprise
'Cause the end, it will never come
But were in for a few hard times
And well get knocked up down and done
But the truth is were still alive
Where are we going
Come on over
No ones dying
Were fine"
the-rock-show,2006,blink-182,Rock,"Hanging out behind the club on the weekend
Acting stupid, getting drunk with my best friends
I couldn't wait for the summer and the Warped Tour
I remember it's the first time that I saw her there
She's getting kicked out of school cause she's failing
I'm kind of nervous cause I think all her friends hate me
She's the one, she'll always be there
She took my hand and that made it I swear
Because I fell in love with the girl at the rock show
She said ""what?"" and I told her that I didn't know
She's so cool, I'm gonna sneak in through her window
Everything's better when she's around
I can't wait till her parents go out of town
I fell in love with the girl at the rock show
When we said we were gonna move to Vegas
I remember the look her mother gave us
Seventeen without a purpose or direction
We don't owe anyone a fucking explanation
I fell in love with the girl at the rock show
She said ""what?"" and I told her that I didn't know
She's so cool, I'm gonna sneak in through her window
Everything's better when she's around
I can't wait till her parents go out of town
I fell in love with the girl at the rock show
Black and white picture of her on my wall
I waited for her call
She always kept me waiting
And if I ever got another chance
I'd still ask her to dance
Because she kept me waiting
I fell in love with the girl at the rock show
She said ""what?"" and I told her that I didn't know
She's so cool, I'm gonna sneak in through her window
Everything's better when she's around
I can't wait till her parents go out of town
I fell in love with the girl at the rock show
With the girl at the rock show
With the girl at the rock show
(I'll never forget tonight) with the girl at the rock show [Repeats]"
the-war,2006,angels-and-airwaves,Rock,"The ocean is on fire, the sky turned dark again as the boats came in
And the beaches, streched out with soldiers
With their arms and guns it has just begun
Believe
You want this
Believe
I want this too
Why won't you tell me that
It's almost over
Why must this tear my head
Inside out
And the houses laid out like targets
With the deafening sound
We watched them all go down
And the families now useless bodies
They lay still black and blue
A gift from us to you
Believe,
You want this
Believe,
I want this too
Why won't you tell me that
It's almost over
Why must this tear my head
Inside out
Believe
Believe
You want this too
Why won't you tell me that
It's almost over
Why must this tear my head
Inside out
Why won't you tell me that
It's almost over
Why must this tear my head
Inside out"
the-wolfpack,2014,angels-and-airwaves,Rock,"[Verse:]
No bother, climb to it and call out canary
Don't worry, just grab it, it's something - abuse it
My vision, a forest, a lot here to carry
Slide over and bite it, the apple and berry
The volume and the riot
The smell of the lions
The sunset behind me
The bullets start flying
[Pre-Chorus:]
Finding a light in a world of ruin
Starting to dance when the earth is caving in
We're ready to begin
[Chorus:]
It's alright, a bit scathed, a bit lost
I've been played, I ain't that clever
A city boy that can never say never
I got the life but that girl bites like a wolf
[Verse 2:]
Inertia, take cover, a cannon, you ready?
My image, the session, a poet is sleeping
The courier, the pilot, antennas, and sirens
That college, like thieves that can eat with the wolfpack
[Pre-Chorus 2]
Finding a light in a world of ruin (world of ruin)
Starting to dance when the earth is caving in
Setting the sun and our hearts are burning (hearts are burning)
Leaving the nest to the back of a thousand winds
We're ready to begin
[Chorus 2:]
It's alright, a bit scathed, a bit lost
I've been played, I ain't that clever
A city boy that can never say never
I got the life but that girl bites like
It's on me, it's only a small heart on one sleeve
Academy killer
Off with his head in the make believe game of fools
That girl bites like a wolf
[Bridge:]
Are you, are you ready? I'm waiting to begin
Are you, are you ready? I'm waiting to begin
[Chorus 2:]
It's alright, a bit scathed, a bit lost
I've been played, I ain't that clever
A city boy that can never say never
I got the life but that girl bites like
It's on me, it's only a small heart on one sleeve
Academy killer
Off with his head in the make believe game of fools
That girl bites like a wolf
[Chorus 2:]
It's alright, a bit scathed, a bit lost
I've been played, I ain't that clever
A city boy that can never say never
I got the life but that girl bites like
It's on me, it's only a small heart on one sleeve
Academy killer
Off with his head in the make believe game of fools
That girl bites like a wolf"
there-is,2006,boxcar-racer,Rock,"This vacation's useless
These white pills aren't kind
I've given a lot of thought on this 13-hour drive
I miss the grinding concrete where we sat past 8 or 9
And slowly finished laughing in the glow of our headlights
I've given a lot of thought to the nights we use to have
The days have come and gone
Our lives went by so fast
I faintly remember breathing on your bedroom floor
Where I laid and told you, but you sweared you loved me more
Do you care if I don't know what to say
Will you sleep tonight or will you think of me
Will I shake this off pretend its all okay
That there's someone out there who feels just like me
There is
Those notes you wrote me
I've kept them all
I've given a lot of thought of how to write you back this fall
With every single letter in every single word
There will be a hidden message about a boy that
Loves a girl
Do you care if I don't know what to say
Will you sleep tonight or will you think of me
Will I shake this off, pretend its all okay
That there's someone out there who feels just like me
There is
Do you care if I don't know what to say?
Will you sleep tonight or will you think of me
Will I shake this off, pretend its all okay
That there's someone out there who feels just like me
Do you care if I don't know what to say?
Will you sleep tonight or will you think of me
Will I shake this off, pretend its all okay
That there's someone out there who feels just like me
There is..."
this-is-home,2011,blink-182,Rock,"We work and slave the day away
We're wasting perfect families
We fucking fight like vagabonds
We dance like fucking animals
Don't stop the band is coming on
Rude boys and punks will shout a lot
Police cars bring cuffs and loaded guns
Kids scream but laughing as they run
I-I-I, I-I-I, I-I-I hope, do you wanna
Let go o-o-o, o-o-o 'cause this is home
Gunshots the punks are rioting
The stage is slowly crumbling
Smash doors and try to stay alive
A few drinks and you look of broken light
They'll hide and call the cavalry
Let's dance in perfect harmony
Get close the crowd will come apart
That girl will try to make you hard
I-I-I, I-I-I, I-I-I hope, do you wanna
Let go o-o-o, o-o-o do you wanna
This time I-I-I, I-I-I, I hope you wanna
Let go o-o-o, o-o-o 'cause this is home
I-I-I, I-I-I, I-I-I hope, do you wanna
Let go o-o-o, o-o-o, do you wanna
This time I-I-I, I-I-I, I hope you wanna
Let go o-o-o, o-o-o 'cause this is home"
time,2006,blink-182,Rock,"When the clock strikes two,
There's just so much to do
And I can't explain what I need
Jobs and social groups
Hearing the latest news
Keeping our reputations clean
And I, don't want to worry
About being on time
I've seen the way you hurry
And time runs your life
Again
The difference between east and west
Money is so much less
Not that I'm poor, just to fine
I wish that the clock would often just be stopped
And then we'd look
Into the time
And I, don't want to worry
About being on time
I've seen the way you hurry
And time runs your life"
tiny-voices,2006,boxcar-racer,Rock,"I've been all pinched up
Since Saturday I've run myself dry
Of excellence
16 long years in
Hale the bullshit in
Whatever I said
On Saturday
Whatever I did
I'll do it all again
19 marks up walls
Each year one short fall
Tiny voices
Make things harder
Everybody will be let down
Everybody will be let down
What is this for?
Ex parking lot
The dreamers go by
They never stop
20 plus 5 in
Let the youth cave in
Tiny voices
Here's your voices
Uh
Tiny voices
Here's your voices
Uh
Tiny voices
Make things harder
Tiny voices
Make things harder
Everybody will be let down
Everybody will be let down
Everybody will be let down
Everybody will be let down"
toast-bananas,2006,blink-182,Rock,"Do you want to know
What I think of you?
'Cause you're not the way
I thought you should be
Do take back what you said
It's time to fix, it's time
To fix your head
And now all alone,
One's less than two
I've never been
Better off living lonely
To listen to what you say
I couldn't care less
Of what you say
What did you think of me
Acting this way
I guess you never
Really thought at all
Is that what you
Call your brain?
Is that why when I call
You hang up on me?
[Chorus:]
I wanted to know,
I didn't want to lose
And now I'm a man
Who's just living small
Listen to what you say
I couldn't care less
Of what you say
To me as I walk alone I
Much rather be
Riding prone, man
To be just another
One, you are lame too
[Chorus]
To me as I tune you
Out of my mind
Won't bend over backwards or
Take another step there to
Hear from you again
Don't talk to me as
I walk alone, I
Much rather be
Riding prone, man
Be just another one
You are lame too
Don't talk to me as
I tune you out of my mind
Won't bend over backwards or
Take another step there to
Hear from you again
Don't talk to me
As I walk alone, I
Much rather be
Riding prone, man
To be just another one
You are lame too"
touchdown-boy,2006,blink-182,Rock,"There's this one guy
There's no one like him
In all the world
'Cause you can always see
Those girls down on there knees
In those dark sweaty rooms
Planning out his thoughts
He's waiting for just the right
One by one as they
Walk right through
The door, they
Keep on coming back I
Guess they just want more
He has fun, fun, fun as you
Might call him a whore, but
Just look where he's at 'cause
He is the one that scores
I saw my friend there
Out on the field today
I asked him where
He's going, he said
""All the way"" now
One by one as they
Walk right through
The door, they
Keep on coming back I
Guess they just want more
He has fun, fun, fun as you
Might call him a whore, but
Just look where he's at 'cause
He is the one that scores
Go"
transvestite,2006,blink-182,Rock,"My mom, she's not a woman anymore,
She dresses like, dresses like, dresses like a man (dresses like a man),
Oh how she's not as feminine as she
Used to be before.
Now she is so damned masculine.
I close my eyes (I close my eyes)
My mom's not a woman anymore
She's wearing a disguise
Everytime she leaves through that door
My mom's not the same
As she was in the past
If I misbehave she kicks my ass
My mom's not quite the
Woman that she was before
When my friends come over
She likes to wrestle them down to the floor
I close my eyes (I close my eyes)
My mom's not a woman anymore
She's wearing a disguise
Everytime she leaves through that door
My mom's a, my mom's a, my mom's a transvestite"
tremors,2014,angels-and-airwaves,Rock,"The earth is burnin'
Can't feel my feet
Yeah come on'
The floor is sinking
Through holes in the street
Yeah come on
Your eyes have ferried
My nightmares to sleep
So come on
Tonight is stolen
And sharpened like teeth
Yeah come on
I'm a ghost, hesitating
I bite my tongue at your throne
Meet me here half way
Across elation
I get off this way
When I'm in love
Your eyes are poison
Your making me sweat
So come on
I keep a crucifix
Hung on my neck
Yeah come on
Back to the cradle
Your chasin' a rat
So come on
Don't activate that
That Plan of attack
Yeah come on
I'm a ghost, salivating
I crave your soul, like my own
Meet me here half way
Across elation
I get off this way
When I'm in love
When you scream my name
I feel I'm dying
I get off this way
when I'm in love
I get off this way
when I'm in love"
true-love,2007,angels-and-airwaves,Rock,"(What are you waiting for?)
(She's scared...She's a star...Across the nightime sky)
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh.
The snow, has come down, on top of everything,
The town, is alive and well without you. (She's scared)
The lights, they peer out, of the leafless trees,
And you won't, be alone, I am beside you.
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh.
(True love)
The stars in the sky illuminate below,
The light is the sign that love will guide you home.
The stars in the sky illuminate below,
If the world were to die, the light would guide you.
Tears, spilling out, across a dead end street,
Your house, is a lonely box that holds you.
The star, bright and loud, is in dire need,
Of the fear, that is an empty fear inside you.
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh,
Yo eh, oh eh, oh eh, oh eh.
(True love)
The stars in the sky illuminate below,
The light is the sign that love will guide you home.
The stars in the sky illuminate below,
If the world were to die, the light would guide you.
The stars in the sky illuminate below,
The light is the sign that love will guide you home.
The stars in the sky illuminate below,
If the world were to die, the light would guide you.
True love,
The stars in the sky illuminate below,
The light is the sign that love will guide you home.
The stars in the sky illuminate below,
If the world were to die, the light would guide you.
The stars in the sky illuminate below,
The light is the sign that love will guide you home.
The stars in the sky illuminate below,
If the world were to die, the light would guide you.
(True love)
The stars in the sky illuminate below,
The light is the sign that love will guide you home. (True love)
The stars in the sky illuminate below,
If the world were to die, the light would guide you.
(True love)
The stars in the sky illuminate below,
The light is the sign that love will guide you home. (True love)
The stars in the sky illuminate below,
If the world were to die, the light would guide you.
(She's a star)"
tunnels,2014,angels-and-airwaves,Rock,"I am still, without devotion
Cause we're all asleep at the wheel
Asleep and so surrounded by
What we feel
A bad dream
On a rope and pulled through an ocean
With my heart, I'm lost out at sea
And every kind of thought screams misery
So lonely
Im a johnny come lately
But I will not give up
And the words they escape me
But I'm full of dumb luck
And the world is an oyster
With a poisonous shell
And the look in my eye
Is a look that can kill
And Dream a bit
I am not, without emotion
I have ran, from the pain of my will
From the mess of a hunt and a catch, and the thrill
And I'm ill
I am known, in the circles of envy
I'd thank God, but then what is he for
Cause I left a few hard calls at his front door
I'll leave more
Don't you go
Come a little bit closer now
If you like
When you die
Wake your soul
To a little light fire now
If you like
When you die
Speak to me
Cry a river and make believe
In the whites
Of your eyes
Clasp your hands
Do whatever your heart commands
You will find
When you die
Your are mine"
tv,2006,blink-182,Rock,"When I'm at work, ya,
I always rush right home for lunch
So I can check out what's up
On the Brady Bunch
And when I'm walking through
The front door at night
I gotta see who's winning
On The Price is Right, oh
I never dreamed that
I'd spend my days
Staring at some tube
Emitting cathode rays
I need my TV
What's happening in this world,
I don't care at all
But it better not preempt
Monday Night Football
I can't even come up
With my own views
I'm taught how to think
From the evening news, oh
I never dreamed that
I'd spend my days
Staring at some tube
Emitting cathode rays
I need my TV
La, la, la, la"
untitled,2000,blink-182,Rock,"I think of awhile ago
We might have had it all
But I was so stupid then
You needed time to grow
But now just as things change
As well my feelings do
In time things rearrange
I am so sick of chasing you
But what do I get
'Cause I just seem to lose
You make me regret
Those times I spent with you
And playing those games
A I wait for your call
And now I give up,
So goodbye and so long
It's not a change of pace
This time I'll get it right
It's not a change of taste
I was the one there last night
You have your other friends
They were there
When you cried
Didn't mean to hurt you then
Best friends just won't
Leave your side
But what do I get
'Cause I just seem to lose
You make me regret
Those times I spent with you
And playing those games
As I wait for your call
And now I give up,
So goodbye and so long
It's not a change of pace
This time I'll get it right
It's not a change of taste
I was the one there last night
When I needed you most
When I needed a friend
You let me down now
Like I let you down then
So sorry, it's over
(Ah)"
